Category,Question,Answer,,,,
Hormones,can low hormones stop periods,"Yes, from stress or thin weight. Eat well and relax.",,,,
Hormones,do birth control affect hormones,"Yes, it adds steady hormones. Periods may lighten.",,,,
Hormones,why do hormones cause headaches,Hormone drops trigger them. Rest in dark room.,,,,
PMS,what is pms,PMS is premenstrual syndrome. Symptoms before your period from hormone shifts.,,,,
PMS,what causes pms,Hormone changes affect brain chemicals. It's common.,,,,
PMS,how long does pms last,3 to 10 days before period. It goes away when bleeding starts.,,,,
PMS,what are common pms symptoms,"Bloating, mood changes, sore breasts, cravings. They pass.",,,,
PMS,how to ease pms mood swings,"Walk outside, talk to friends. Deep breaths help.",,,,
PMS,does pms get worse with age,Sometimes. Lifestyle helps keep it mild.,,,,
PMS,can diet help pms,"Eat fruits, veggies, whole grains. Cut caffeine and sugar.",,,,
PMS,why do I cry easily with pms,Hormones affect emotions. Journal your feelings.,,,,
PMS,are pms headaches normal,Yes. Ibuprofen and water help.,,,,
PMS,can sleep fix pms,Good sleep balances hormones. Aim for 8 hours.,,,,
PMS,what if pms feels too bad,Track it. See a doctor for tips.,,,,
PMS,does exercise stop pms,It reduces symptoms. Try yoga or swimming.,,,,
PMS,why cravings during pms,Hormones make you want carbs. Pick dark chocolate.,,,,
Hygiene,what hygiene products can I use,"Pads, tampons, cups, or period underwear. Pick what feels good.",,,,
Hygiene,how often change pads,Every 4 to 6 hours. More if heavy.,,,,
Hygiene,are tampons safe,"Yes, if changed every 4 to 8 hours. Start with light flow.",,,,
Hygiene,what is a menstrual cup,Reusable cup inside vagina. Empty every 8 to 12 hours. Eco-friendly.,,,,
Hygiene,how to clean menstrual cup,Wash with soap and water. Boil between cycles.,,,,
Hygiene,do I need to shower more during period,"No, daily is fine. Wipe front to back.",,,,
Hygiene,why change products often,Prevents smell and infections. Fresh feels better.,,,,
Hygiene,can I use scented pads,"No, they irritate. Stick to unscented.",,,,
Hygiene,what if pad leaks at night,Use overnight pads or put towel under. Sleep on side.,,,,
Hygiene,how to carry products discreetly,Keep in pouch in bag. No one notices.,,,,
Hygiene,is washing underwear enough,Daily change and wash in hot water. Dry well.,,,,
Hygiene,can I pee with tampon in,"Yes, it stays put. Wipe carefully.",,,,
Nutrition,what foods ease period pain,"Ginger, fish, nuts. They fight swelling.",,,,
Nutrition,do bananas help cramps,"Yes, potassium relaxes muscles.",,,,
Nutrition,should I eat chocolate,Dark chocolate in small amounts. It boosts mood.,,,,
Nutrition,what helps heavy bleeding,"Iron-rich foods like spinach, meat. Prevents tiredness.",,,,
Nutrition,does water help bloating,"Yes, drink 8 glasses. It flushes extra salt.",,,,
Nutrition,are dairy foods bad for pms,Some find it worsens bloating. Try less.,,,,
